"グループ名","TwitterID","TwitterName","フォロワー数","ツイート数","フォロワー数","ツイート数","","グループ名","TwitterID","TwitterName","フォロワー増減","","グループ名","TwitterID","TwitterName","ツイート増減"
"Girls Upright","suirin0u0haruka","水鈴青花@あて","642","7398","642","7398","","GANGDEMIC","gandemi_haruto","Haruto@ギャンデミ2022.5.19 O-WESTワンマン","0","","FuMA","ramu__FM","夢良瀬 らむ","0"
"Girls Upright","tsuraran0707","雪乃つらら","317","2322","317","2322","","GANGDEMIC","gandemi_kurumi","Kurumi@ギャンデミ 2022.5.19 O-WEST","0","","FuMA","yuu__FM","蒼波ユウ【 12/1(水)Spotify O-WESTさん 】","0"
"GO TO THE BEDS","CA_NONPARADISES","キャ・ノン","16973","207","16973","207","","GANGDEMIC","gandemi_mirei","Mirei@ギャンデミ 2022.5.19 O-WESTワンマン","0","","G'ASH","__syka12","アジノモト・サヤカ(G'ASH)","0"
"GO TO THE BEDS","KMAY_PARADISES","キラ・メイ","24113","1810","24113","1810","","GANGDEMIC","gandemi_ria","Ria@ギャンデミ 2022.5.19 O-WEST ワンマン","0","","G'ASH","hanazono_pro","花園花園(G'ASH)11/29(1周年ワンマン㊗️)","0"
"GO TO THE BEDS","TSUKI_PARADISES","月ノウサギ","55794","3066","55794","3066","","GANGDEMIC","gandemi_sae","Sae@ギャンデミ 2022.5.19 O-WEST","0","","G'ASH","ichihoshirenats","壱星デストロイたす(G'ASH)11/29池袋リヴォイス1周年ワンマン","0"
"GO TO THE BEDS","yuyu_paradises","テラシマユウカ","43474","650","43474","650","","GemstoneDream","gsdream_mio","餅縞 澪🤍GemstoneDream","0","","G'ASH","nanami_pro","777(G'ASH)","0"
"Good knight**","maika_Goodknigh","雲咲 舞香 （くもさき まいか）","1014","6600","1014","6600","","GemstoneDream","gsdream_nagino","日南田梛乃(ひなたなぎの)💛GemstoneDream","0","","G'ASH","ringoUtaho","鈍林檎うたほ(G'ASH)🍎12/18生誕祭(池袋リヴォイス)","0"
"Good knight**","miki_Goodknight","甘夢 未姫🎀 （あまゆめみき）","1593","13072","1593","13072","","GemstoneDream","gsdream_nozomi","桜羽希茉(さくらばのぞみ)💗GemstoneDream","0","","GALS","JULI_GALS","JULI🦋GALS","0"
"Good knight**","nano_Goodknight","雫井なの**12月18日生誕祭🎂！","477","1887","477","1887","","Girls Upright","cherry____gu","咲良 双葉 / FUTABA SAKURA 🐰🤍","0","","GALS","LUNA_GALS","LUNA【GALS】","0"
"Good knight**","riho_Goodknight","満月 里帆🧸","619","8963","619","8963","","Girls Upright","miho_1003oosw","大澤実環","0","","GALS","MARINE_GALS","MARINE💎GALS (金.日ｵﾝﾌｧｲ)","0"
"Gran☆Ciel","11nanase03","天音七星(Gran☆Ciel)","4422","9855","4422","9855","","Girls Upright","rikaidol0210","音嶋莉歌🍒🍓","0","","GALS","POKI_GALS","POKI📛GALS","0"
"Gran☆Ciel","hamada_nanana","濱田菜々（Gran☆Ciel）","8109","5950","8109","5950","","Girls Upright","suirin0u0haruka","水鈴青花@あて","0","","GANGDEMIC","gandemi_haruto","Haruto@ギャンデミ2022.5.19 O-WESTワンマン","0"
"Gran☆Ciel","makino_mako98","牧野真琴(Gran☆Ciel)","1600","1464","1600","1464","","Girls Upright","tsuraran0707","雪乃つらら","0","","GANGDEMIC","gandemi_kurumi","Kurumi@ギャンデミ 2022.5.19 O-WEST","0"
"Gran☆Ciel","mochizukikimina","望月希美奈（Gran☆Ciel）","1872","1413","1872","1413","","GO TO THE BEDS","CA_NONPARADISES","キャ・ノン","0","","GANGDEMIC","gandemi_mirei","Mirei@ギャンデミ 2022.5.19 O-WESTワンマン","0"
"Gran☆Ciel","yumesaki_riria","夢咲りりあ(Gran☆Ciel)","4309","7706","4309","7706","","GO TO THE BEDS","KMAY_PARADISES","キラ・メイ","0","","GANGDEMIC","gandemi_ria","Ria@ギャンデミ 2022.5.19 O-WEST ワンマン","0"
"GRATIA-ALA","GRATIAALA_Miyu","Miyu@12/11(土)Rina生誕12/18(土)Nagi生誕RADHALL","2706","50765","2706","50765","","GO TO THE BEDS","TSUKI_PARADISES","月ノウサギ","0","","GANGDEMIC","gandemi_sae","Sae@ギャンデミ 2022.5.19 O-WEST","0"
"GRATIA-ALA","GRATIAALA_Nagi","Nagi🦖㌠@12/11(土)Rina生誕12/18(土)Nagi生誕RADHALL","1994","29396","1994","29396","","GO TO THE BEDS","yuyu_paradises","テラシマユウカ","0","","GemstoneDream","gsdream_mio","餅縞 澪🤍GemstoneDream","0"
"GRATIA-ALA","GRATIAALA_Rina","Rina@12/11(土)Rina生誕12/18(土)Nagi生誕RADHALL","2104","32289","2104","32289","","Good knight**","maika_Goodknigh","雲咲 舞香 （くもさき まいか）","0","","GemstoneDream","gsdream_nagino","日南田梛乃(ひなたなぎの)💛GemstoneDream","0"
"GREAT MONKEYS","chill_gremon","チル","837","1167","837","1167","","Good knight**","miki_Goodknight","甘夢 未姫🎀 （あまゆめみき）","0","","GemstoneDream","gsdream_nozomi","桜羽希茉(さくらばのぞみ)💗GemstoneDream","0"
"GREAT MONKEYS","julie_gremon","ジュリ🌞GREAT MONKEYS","1680","6558","1680","6558","","Good knight**","nano_Goodknight","雫井なの**12月18日生誕祭🎂！","0","","Girls Upright","cherry____gu","咲良 双葉 / FUTABA SAKURA 🐰🤍","0"
"GREAT MONKEYS","kaede_gremon","カエデチャン","673","2017","673","2017","","Good knight**","riho_Goodknight","満月 里帆🧸","0","","Girls Upright","miho_1003oosw","大澤実環","0"
"GREAT MONKEYS","No1_gremon","ルカイチバン@","2998","1488","2998","1488","","Gran☆Ciel","11nanase03","天音七星(Gran☆Ciel)","0","","Girls Upright","rikaidol0210","音嶋莉歌🍒🍓","0"
"GREAT MONKEYS","you_gremon","ユウ 🍌0423ぐれもんBANANAワンマン","1295","6603","1295","6603","","Gran☆Ciel","hamada_nanana","濱田菜々（Gran☆Ciel）","0","","Girls Upright","suirin0u0haruka","水鈴青花@あて","0"
"gurumaid=tiara/ぐるティア","gurumeidochii","双葉ちぃ🐸🌱🤧@12/5定期ライブClubknot豊橋","1725","6850","1725","6850","","Gran☆Ciel","makino_mako98","牧野真琴(Gran☆Ciel)","0","","Girls Upright","tsuraran0707","雪乃つらら","0"
"gurumaid=tiara/ぐるティア","gurumeidomeru","桜姫める 12.5 定期ライブ 豊橋","433","1485","433","1485","","Gran☆Ciel","mochizukikimina","望月希美奈（Gran☆Ciel）","0","","GO TO THE BEDS","CA_NONPARADISES","キャ・ノン","0"
"gurumaid=tiara/ぐるティア","gurumeidorena","棗 れな🐬💄▶12.5 Never Stop LIVE","1339","23019","1339","23019","","Gran☆Ciel","yumesaki_riria","夢咲りりあ(Gran☆Ciel)","0","","GO TO THE BEDS","KMAY_PARADISES","キラ・メイ","0"
"gurumaid=tiara/ぐるティア","gurumeidorena","棗 れな🐬💄▶12.5 Never Stop LIVE","1339","23019","1339","23019","","GRATIA-ALA","GRATIAALA_Miyu","Miyu@12/11(土)Rina生誕12/18(土)Nagi生誕RADHALL","0","","GO TO THE BEDS","TSUKI_PARADISES","月ノウサギ","0"
"gurumaid=tiara/ぐるティア","gurumeidoromi","渡辺ろみ☀️🍑@11/27えりか卒業ライブ","1690","11557","1690","11557","","GRATIA-ALA","GRATIAALA_Nagi","Nagi🦖㌠@12/11(土)Rina生誕12/18(土)Nagi生誕RADHALL","0","","GO TO THE BEDS","yuyu_paradises","テラシマユウカ","0"
"gurumaid=tiara/ぐるティア","gurumeidoruka","西園寺るか💎🥀✦12/5　定期ライブ","401","2581","401","2581","","GRATIA-ALA","GRATIAALA_Rina","Rina@12/11(土)Rina生誕12/18(土)Nagi生誕RADHALL","0","","Good knight**","maika_Goodknigh","雲咲 舞香 （くもさき まいか）","0"
"HAKUAKI","ANZ_HAKUAKI","あんず 🦷KUAKI","1209","3126","1209","3126","","GREAT MONKEYS","chill_gremon","チル","0","","Good knight**","miki_Goodknight","甘夢 未姫🎀 （あまゆめみき）","0"
"HAKUAKI","ENJ_HAKUAKI","ENJ♥️📛","435","2373","435","2373","","GREAT MONKEYS","julie_gremon","ジュリ🌞GREAT MONKEYS","0","","Good knight**","nano_Goodknight","雫井なの**12月18日生誕祭🎂！","0"
"HAKUAKI","MYV_HAKUAKI","Miyavi ☪️","2942","2525","2942","2525","","GREAT MONKEYS","kaede_gremon","カエデチャン","0","","Good knight**","riho_Goodknight","満月 里帆🧸","0"
"HAKUAKI","RAY_HAKUAKI","れい （ HAKUAKI ）","565","1356","565","1356","","GREAT MONKEYS","No1_gremon","ルカイチバン@","0","","Gran☆Ciel","11nanase03","天音七星(Gran☆Ciel)","0"
"Happink Lip Makeup","HLM_an","東雲あん🐰🎀あーたん","919","870","919","870","","GREAT MONKEYS","you_gremon","ユウ 🍌0423ぐれもんBANANAワンマン","0","","Gran☆Ciel","hamada_nanana","濱田菜々（Gran☆Ciel）","0"
"Happink Lip Makeup","HLM_fuka","佐竹風香(ふうちゃん)︎︎🌸はぴりぷ","916","3533","916","3533","","gurumaid=tiara/ぐるティア","gurumeidochii","双葉ちぃ🐸🌱🤧@12/5定期ライブClubknot豊橋","0","","Gran☆Ciel","makino_mako98","牧野真琴(Gran☆Ciel)","0"
"Happink Lip Makeup","HLM_mayu","桐谷まゆ🍒(まゆぴ)","529","1098","529","1098","","gurumaid=tiara/ぐるティア","gurumeidomeru","桜姫める 12.5 定期ライブ 豊橋","0","","Gran☆Ciel","mochizukikimina","望月希美奈（Gran☆Ciel）","0"
"Happink Lip Makeup","HLM_nanami","逢原ななみ🐱ななみん(ぽんこちゅ)","469","1709","469","1709","","gurumaid=tiara/ぐるティア","gurumeidorena","棗 れな🐬💄▶12.5 Never Stop LIVE","0","","Gran☆Ciel","yumesaki_riria","夢咲りりあ(Gran☆Ciel)","0"
"Happink Lip Makeup","HLM_sayane","姫川さやね (ねたん)","4434","9972","4434","9972","","gurumaid=tiara/ぐるティア","gurumeidorena","棗 れな🐬💄▶12.5 Never Stop LIVE","0","","GRATIA-ALA","GRATIAALA_Miyu","Miyu@12/11(土)Rina生誕12/18(土)Nagi生誕RADHALL","0"
"Happink Lip Makeup","HLM_yuuka","佐々木 優花","1730","14926","1730","14926","","gurumaid=tiara/ぐるティア","gurumeidoromi","渡辺ろみ☀️🍑@11/27えりか卒業ライブ","0","","GRATIA-ALA","GRATIAALA_Nagi","Nagi🦖㌠@12/11(土)Rina生誕12/18(土)Nagi生誕RADHALL","0"
"HAPPY少女♪","happygirls_ayak","木村あやか HAPPY少女♪","1696","1904","1696","1904","","gurumaid=tiara/ぐるティア","gurumeidoruka","西園寺るか💎🥀✦12/5　定期ライブ","0","","GRATIA-ALA","GRATIAALA_Rina","Rina@12/11(土)Rina生誕12/18(土)Nagi生誕RADHALL","0"
"HAPPY少女♪","happygirls_ayu","新谷亜由美 HAPPY少女♪","3211","8946","3211","8946","","HAKUAKI","ANZ_HAKUAKI","あんず 🦷KUAKI","0","","GREAT MONKEYS","chill_gremon","チル","0"
"HAPPY少女♪","happygirls_chih","孫田ちひろ HAPPY少女♪","1110","1270","1110","1270","","HAKUAKI","ENJ_HAKUAKI","ENJ♥️📛","0","","GREAT MONKEYS","julie_gremon","ジュリ🌞GREAT MONKEYS","0"
"HAPPY少女♪","happygirls_coco","麦谷ここあ HAPPY少女♪","847","1050","847","1050","","HAKUAKI","MYV_HAKUAKI","Miyavi ☪️","0","","GREAT MONKEYS","kaede_gremon","カエデチャン","0"
"HAPPY少女♪","happygirls_nana","大野ななか HAPPY少女♪","1245","1888","1245","1888","","HAKUAKI","RAY_HAKUAKI","れい （ HAKUAKI ）","0","","GREAT MONKEYS","No1_gremon","ルカイチバン@","0"
"HAPPY少女♪","happygirls_reik","鳴海れいか HAPPY少女♪","1767","3316","1767","3316","","Happink Lip Makeup","HLM_an","東雲あん🐰🎀あーたん","0","","GREAT MONKEYS","you_gremon","ユウ 🍌0423ぐれもんBANANAワンマン","0"
"HAPPY少女♪","happygirls_rio","松永りお HAPPY少女♪","939","648","939","648","","Happink Lip Makeup","HLM_fuka","佐竹風香(ふうちゃん)︎︎🌸はぴりぷ","0","","gurumaid=tiara/ぐるティア","gurumeidochii","双葉ちぃ🐸🌱🤧@12/5定期ライブClubknot豊橋","0"
"HAPPY少女♪","happygirls_yayo","藤本やよい HAPPY少女♪","2604","7447","2604","7447","","Happink Lip Makeup","HLM_mayu","桐谷まゆ🍒(まゆぴ)","0","","gurumaid=tiara/ぐるティア","gurumeidomeru","桜姫める 12.5 定期ライブ 豊橋","0"
"Harley Queen","Harley_nanoka","伊藤菜乃花🍼🌼〖12/5 1stワンマンライブ〗","192","244","192","244","","Happink Lip Makeup","HLM_nanami","逢原ななみ🐱ななみん(ぽんこちゅ)","0","","gurumaid=tiara/ぐるティア","gurumeidorena","棗 れな🐬💄▶12.5 Never Stop LIVE","0"
"Harley Queen","Harley_Ran","北川らん 🐝 12/5 1st ワンマン","317","579","317","579","","Happink Lip Makeup","HLM_sayane","姫川さやね (ねたん)","0","","gurumaid=tiara/ぐるティア","gurumeidorena","棗 れな🐬💄▶12.5 Never Stop LIVE","0"
"Harley Queen","Harley_yuzu","篠原柚♥Harley Queen《12/5 1stワンマンライブ》","332","256","332","256","","Happink Lip Makeup","HLM_yuuka","佐々木 優花","0","","gurumaid=tiara/ぐるティア","gurumeidoromi","渡辺ろみ☀️🍑@11/27えりか卒業ライブ","0"
"HEARTBEATS","niina_beats","仲村 新菜","453","1123","453","1123","","HAPPY少女♪","happygirls_ayak","木村あやか HAPPY少女♪","0","","gurumaid=tiara/ぐるティア","gurumeidoruka","西園寺るか💎🥀✦12/5　定期ライブ","0"
"HEARTBEATS","sumomo_beats","♡三浦 珠百♡","451","1454","451","1454","","HAPPY少女♪","happygirls_ayu","新谷亜由美 HAPPY少女♪","0","","HAKUAKI","ANZ_HAKUAKI","あんず 🦷KUAKI","0"
"HelloYouth","fujisaki_marina","藤咲まりな@HelloYouth 2022年2月23日アルバム発売！","2498","3850","2498","3850","","HAPPY少女♪","happygirls_chih","孫田ちひろ HAPPY少女♪","0","","HAKUAKI","ENJ_HAKUAKI","ENJ♥️📛","0"
"HelloYouth","hanashiro_reina","花城玲奈@HelloYouth 2022年2月23日アルバム発売！","2029","3028","2029","3028","","HAPPY少女♪","happygirls_coco","麦谷ここあ HAPPY少女♪","0","","HAKUAKI","MYV_HAKUAKI","Miyavi ☪️","0"
"HelloYouth","hiramatu_seina","平松聖菜@HelloYouth 2022年2月23日アルバム発売！","2684","3559","2684","3559","","HAPPY少女♪","happygirls_nana","大野ななか HAPPY少女♪","0","","HAKUAKI","RAY_HAKUAKI","れい （ HAKUAKI ）","0"
"HelloYouth","ooba_mirai","大葉みらい@HelloYouth 2022年2月23日アルバム発売！","2855","4857","2855","4857","","HAPPY少女♪","happygirls_reik","鳴海れいか HAPPY少女♪","0","","Happink Lip Makeup","HLM_an","東雲あん🐰🎀あーたん","0"
"HelloYouth","ooshima_aoi0729","大島向葵@HelloYouth 2022年2月23日アルバム発売！","3331","4785","3331","4785","","HAPPY少女♪","happygirls_rio","松永りお HAPPY少女♪","0","","Happink Lip Makeup","HLM_fuka","佐竹風香(ふうちゃん)︎︎🌸はぴりぷ","0"
"HelloYouth","tanaka_ema0729","田仲笑茉@HelloYouth 2022年2月23日アルバム発売！","3331","2790","3331","2790","","HAPPY少女♪","happygirls_yayo","藤本やよい HAPPY少女♪","0","","Happink Lip Makeup","HLM_mayu","桐谷まゆ🍒(まゆぴ)","0"
"HIGH SPIRITS","aika_HS","🦠🥊小室あいか⚡️HIGHSPIRITS","3936","42702","3936","42702","","Harley Queen","Harley_nanoka","伊藤菜乃花🍼🌼〖12/5 1stワンマンライブ〗","0","","Happink Lip Makeup","HLM_nanami","逢原ななみ🐱ななみん(ぽんこちゅ)","0"
"HIGH SPIRITS","arisu_HS","有栖なな⚡️HIGHSPIRITS新メンバー","803","449","803","449","","Harley Queen","Harley_Ran","北川らん 🐝 12/5 1st ワンマン","0","","Happink Lip Makeup","HLM_sayane","姫川さやね (ねたん)","0"
"HIGH SPIRITS","honoka__HS","丸山ほのか⚡HIGHSPIRITS","8442","8419","8442","8419","","Harley Queen","Harley_yuzu","篠原柚♥Harley Queen《12/5 1stワンマンライブ》","0","","Happink Lip Makeup","HLM_yuuka","佐々木 優花","0"
"HIGH SPIRITS","ichimiya_HS","一宮麻由加⚡HIGH SPIRITS","8242","41282","8242","41282","","HEARTBEATS","niina_beats","仲村 新菜","0","","HAPPY少女♪","happygirls_ayak","木村あやか HAPPY少女♪","0"
"HIGH SPIRITS","mayu__HS","林真由⚡️HIGH SPIRITS","4551","25625","4551","25625","","HEARTBEATS","sumomo_beats","♡三浦 珠百♡","0","","HAPPY少女♪","happygirls_ayu","新谷亜由美 HAPPY少女♪","0"
"HIGH SPIRITS","miyu__HS","岩下美友⚡️HIGHSPIRITS","3821","12461","3821","12461","","HelloYouth","fujisaki_marina","藤咲まりな@HelloYouth 2022年2月23日アルバム発売！","0","","HAPPY少女♪","happygirls_chih","孫田ちひろ HAPPY少女♪","0"
"HIGH SPIRITS","moe__HS","石井もえ⚡️HIGHSPIRITS","5791","27291","5791","27291","","HelloYouth","hanashiro_reina","花城玲奈@HelloYouth 2022年2月23日アルバム発売！","0","","HAPPY少女♪","happygirls_coco","麦谷ここあ HAPPY少女♪","0"
"HIGH SPIRITS","rian__HS","本田りあん⚡️HIGHSPIRITS 新メンバー","4098","6985","4098","6985","","HelloYouth","hiramatu_seina","平松聖菜@HelloYouth 2022年2月23日アルバム発売！","0","","HAPPY少女♪","happygirls_nana","大野ななか HAPPY少女♪","0"
"HIGH SPIRITS","Sayapon_HS","葉月沙耶⚡HIGHSPIRITS","15521","82353","15521","82354","","HelloYouth","ooba_mirai","大葉みらい@HelloYouth 2022年2月23日アルバム発売！","0","","HAPPY少女♪","happygirls_reik","鳴海れいか HAPPY少女♪","0"
"HIGH SPIRITS","shiori_HS","椎名栞⚡️HIGH SPIRITS新メンバー","1069","4011","1069","4011","","HelloYouth","ooshima_aoi0729","大島向葵@HelloYouth 2022年2月23日アルバム発売！","0","","HAPPY少女♪","happygirls_rio","松永りお HAPPY少女♪","0"
"HINAGIKU","baby_hinagiku","あんびーべいびー👶🏼💎","256","134","256","134","","HelloYouth","tanaka_ema0729","田仲笑茉@HelloYouth 2022年2月23日アルバム発売！","0","","HAPPY少女♪","happygirls_yayo","藤本やよい HAPPY少女♪","0"
"HINAGIKU","hyoka_hinagiku","雹華","336","102","336","102","","HIGH SPIRITS","aika_HS","🦠🥊小室あいか⚡️HIGHSPIRITS","0","","Harley Queen","Harley_nanoka","伊藤菜乃花🍼🌼〖12/5 1stワンマンライブ〗","0"
"HINAGIKU","maneki_hinagiku","招癸鈴袮","336","290","336","290","","HIGH SPIRITS","arisu_HS","有栖なな⚡️HIGHSPIRITS新メンバー","0","","Harley Queen","Harley_Ran","北川らん 🐝 12/5 1st ワンマン","0"
"HINAGIKU","miyako_hinagiku","HINAGIKU. みや子🎌","1393","361","1393","361","","HIGH SPIRITS","honoka__HS","丸山ほのか⚡HIGHSPIRITS","0","","Harley Queen","Harley_yuzu","篠原柚♥Harley Queen《12/5 1stワンマンライブ》","0"
"HINAGIKU","uri_hinagiku","ハナゾノ兎リ🐇💛","10299","6984","10299","6984","","HIGH SPIRITS","ichimiya_HS","一宮麻由加⚡HIGH SPIRITS","0","","HEARTBEATS","niina_beats","仲村 新菜","0"
"HOT DOG CAT","_Akari_kurosawa","黒沢あかり姫🎀HOTDOGCAT","7170","13331","7170","13331","","HIGH SPIRITS","mayu__HS","林真由⚡️HIGH SPIRITS","0","","HEARTBEATS","sumomo_beats","♡三浦 珠百♡","0"
"HOT DOG CAT","_hina_shirakawa","白河陽奈🐣HOT DOG CAT","3190","6137","3190","6137","","HIGH SPIRITS","miyu__HS","岩下美友⚡️HIGHSPIRITS","0","","HelloYouth","fujisaki_marina","藤咲まりな@HelloYouth 2022年2月23日アルバム発売！","0"
"HOT DOG CAT","kiritani_hitomi","桐谷ひとみ🐰《HOT DOG CAT》","1408","2639","1408","2639","","HIGH SPIRITS","moe__HS","石井もえ⚡️HIGHSPIRITS","0","","HelloYouth","hanashiro_reina","花城玲奈@HelloYouth 2022年2月23日アルバム発売！","0"
"HOT DOG CAT","mugi___cha__","東條紬🐼🐼【HOT DOG CAT】","1999","4390","1999","4390","","HIGH SPIRITS","rian__HS","本田りあん⚡️HIGHSPIRITS 新メンバー","0","","HelloYouth","hiramatu_seina","平松聖菜@HelloYouth 2022年2月23日アルバム発売！","0"
"HOT DOG CAT","Rin_Suzumoto","鈴本りん(HOT DOG CAT)","2521","6520","2521","6520","","HIGH SPIRITS","Sayapon_HS","葉月沙耶⚡HIGHSPIRITS","0","","HelloYouth","ooba_mirai","大葉みらい@HelloYouth 2022年2月23日アルバム発売！","0"
